TYPOS,TYPOGRAPHY,GRAMMAR,REDUNDANCY,essay_id,c1,essay_as_single_utf8_string,prompt,total_error_count,word_count,sentence_count,PUNCTUATION,SHORTEN_IT,COMPOUNDING,MISSPELLING,CASING,STYLE,SYNTAX,REPETITIONS,MULTITOKEN_SPELLING,CONFUSED_WORDS,CLARITY,FORMAL,WIKIPEDIA,OBJECTIVE,CONTRACTIONS,MISC,ACADEMIC
0,0,1,1,24,160,"No contexto da Pré-História, o homem era nômade, isto é, não tinha habitação fixa, por isso, estava constantemente mudando de lugar. Com o passar do tempo, devido a domesticação dos animais e o domínio de ferramentas para a produção agrícola, o homem passou por um intenso processo de sedentarização. Essa mudança trouxe consigo a necessidade de o ser humano praticar exercícios para ter, no mínimo, uma vida mais saudável. As práticas esportivas não se restringem à contemporaneidade, os Jogos Olímpicos, por exemplo, tiveram sua origem no século VIII a. C, na Grécia. Neste ano, 2016, os Jogos aconteceram no Rio de Janeiro, cidade do ‘’País do futebol’’, assim como é conhecido internacionalmente por causa do grande valor que é dado no país à prática do futebol. É inegável dizer que o esporte traz muitos benefícios para quem o pratica. Além de ajudar na socialização de crianças e adolescentes, é um auxílio na melhoria da qualidade de vida do indivíduo, diminuindo os níveis de estresse, e combatendo doenças ligadas ao sedentarismo que leva à obesidade, como diabetes, infartos, problemas circulatórios, entre outros. Diante disso, é possível perceber que a prática de exercícios é mais que necessária, e nos ensina que podemos viver mais e melhor. Cabe ao Estado promover, por meio do Ministério do Esporte, o incentivo à realização de exercícios físicos com o oferecimento de prêmios como recompensa aos praticantes de tais atividades. É imprescindível que a família atue juntamente com a escola no ensino das crianças, desde a mais tenra idade, sobre os benefícios que trazem a prática do esporte.",83,5,261,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,0,1,25,160,"Segundo Leandro Karnal, um dos grandes pensadores brasileiro e professor na Unicamp, o brasileiro é um povo cordial, mas a violência é sempre do outro. ? Ou seja, para ele o povo pouco tem de comportamento pacífico. Isso explica, por exemplo, a percistência da intolerância religiosa em muitas cidades do país. Pode-se dizer, assim, que não faltam exemplos da pouca relação de cordialidade e harmonia entre o povo. Exemplo disso, ? pode ser observado na mudança de comportamento de muitos homens quando estão dentro de um estádio de futebol assistindo ao jogo – dificilmente não se nota pessoas se agredindo de alguma forma. A intolerância religiosa, nesse sentido, pode ser compreendida como mais uma das formas de desrespeito entre pessoas. Esta , por sinal, pode ter começado na formação do país, em que as famosas missões jejuítas do século XVI e XVII, desrespeitando as crenças e cultura de muitas tribos indígenas, tentaram catequizar muitos destes – em muitos casos, sabe-se, utilizando-se da força. Entretanto, engana-se quem acredita que o desrespeito a outras religiões se restringe ao passado. Isso porque, segundo divulgado no site da ‘Folha de São Paulo’, de 2011 a 2014, afro-brasileiros e evangélicos foram as principais vítimas de discriminação no país. Além disso, em 20% dos casos relatados, em 2013, houve violência física. Isso comprova, mais uma vez, que muitos brasileiros de cordial e tolerantes não tem nada. ? Tal como mencionado pelo professor Karnal. Diante Disso, nota-se que o brasileiro precisa aprender a respeitar as outras religiões – consideradas minorias quando comparadas com a católica. Uma das possíveis formas de se fazer isso pode-se dar: ? primeiro, pelo aumento no rigor da lei nos casos de intolerância religiosa; segundo, cobrança, por parte da sociedade, principalmente por meio de manifestações pacíficas nas ruas, da real explicação das leis contra o desrespeito a outras religiões; terceiro, palestras em escolas públicas e privadas que visem a ensinarem a importância do respeito ao próximo e as prováveis consequências caso isso não seja feito. Dessa forma, espera-se que esse problema seja paulatinamente amenizado.",81,9,333,18,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
5,1,1,0,26,120,"Os povos indgenas habitam o Brasil desde muito antes da colonização, é um povo que faz parte da história e da cultura do país. Suas raízes, tradições e cultura ainda são preservadas em muito das tribos que plantam e colhem da sua própria terra e em muita das vezes tem pouco ou nenhum contato fora das tribos. Os indios já sofreram e continuam sofrendo um processo de perca de suas raízes e tradições desde a época da colonização, onde vários indios perderam suas vidas em batalhas com os brancos ou com doenças trazidas por eles. No Brasil atualmente ainda nota-se essa grande destruição deste povo através das desapropriações de terra que ocorrem para apropriação rural ou de grandes fazendeiros. As consequências dessas desapropriações causam um impacto social e psicológico devastastador e irreversivel . O povo indigena é a matriz do Brasil e necessita ser preservado para que esta parte da história do país não deixe de existir, os índios são parte inicial e construtora da história deste país e por assim ser eles merecem todo respeito e cuidado desde a preservação de suas terras para moradia e alimentação até a preservação de suas culturas e histórias.",55,7,195,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,1,27,120,"É inegável que atualmente vivemos em uma situação bastante crítica em nosso país quando falamos sobre a violência urbana . Cada vez mais assistimos através de noticiários ou vemos com nossos próprios olhos exemplos do terror que a violência oferece a população brasileira em geral, ainda que em alguns estados, infelizmente, a situação esteja ainda pior, como no caso do Rio de Janeiro, onde foi preciso até que o Governo Federal recorresse as tropas militares para tentar ao menos passar a população carioca uma maior sensação de segurança . Com isso, torna-se cada vez mais um cabo de guerra o assunto porte de armas. Por um lado, alguns defendem que a liberação do porte de armas daria aos cidadãos o seu direito de legítima defesa. Por outro, alguns defendem que, quanto mais armas presentes em nosso cotidiano, maiores as possibilidades de ocorrerem assassinatos e outros tipos de violências. Na nossa sociedade contemporânea, a maioria das pessoas andam pelas ruas em alerta, com medo de serem assaltadas, sequestradas, etc. Nesse contexto, entra-se um argumento que pode funcionar a favor da liberação do porte de armas. O cidadão que sofrer algum tipo de violência e estiver com sua arma no bolso poderá se defender, surgindo uma maior sensação de legítima defesa. E os próprios criminosos ficarão com receio de praticar esses crimes, temendo a sua vítima estar armada e poder reagir ao crime. Os defensores do desarmamento defendem que as armas entre nossa população poderão ser usadas em casos muito fúteis e graves, como por exemplo, uma briga de trânsito. Outro ponto a se avaliar é se o cidadão que estiver pela primeira vez com uma arma saberá usar esse artefato para poder se defender em uma briga. Muito provavelmente ele não saberá muito bem como manusear essa arma, e esse tempo que ele perder poderá fazer com que o criminoso já tenha o assassinado em virtude da vítima ter reagido ao crime. Nesse contexto, o livre porte de armas no Brasil seria um retrocesso. Nossa sociedade ainda não se encontra pronta para, em sua maioria, possuírem armas em suas residências e só usarem em momentos oportunos. E muito menos sabemos como será a reação de cada pessoa ao se ver diante de um assalto. Será que ela saberá realmente usar sua arma em seu prol? Muitos não saberiam, o que só aumentaria a gravidade do crime que a vítima sofreria. E no momento, não é disso que precisamos . Devemos tomar outras medidas antes, como por exemplo, mais formação e um melhor pagamento para os policiais, leis mais severas e outras, antes de liberar o porte de armas em nosso país. Isso só poderia agravar a nossa triste realidade.",75,9,445,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,28,160,"A intolerância religiosa, caracterizada pela hostilidade e o fanatismo, preocupa o Brasil, um país laico, na medida que denúncias de violações dos direitos humanos se torna mais frequentes devido às perseguições de diferentes grupos existentes em nosso país. Primeiramente, vale ressaltar que a Constituição Federal abrange a liberdade de religião como direito fundamental, sendo um dever do Estado proporcionar a proteção e garantia necessária para seu exercício. Penalidades mais severas, por exemplo, poderiam ser aplicadas aos culpados para inibir futuras ações. Além disso, novos canais e meios poderiam ser disponibilizados para que a população possa realizar denúncias. Aplicativos, redes sociais e portais na internet podem ser forma de aumentar o acesso para que atos de intolerância sejam devidamente fiscalizados. Vale ressaltar também que campanhas de conscientização podem contribuir para diminuir casos de perseguições religiosas. É importante frisar a importância da liberdade de escolha que as pessoas possuem, poder acreditar no que quiserem e não sofrerem hostilidades pelas suas crenças. A ausência de tolerância religiosa deve ser combatida com todos os meios legais possíveis para conseguirmos ter uma realidade mais democrática e consciente. A união dos esforços da população e do Estado para enfrentar esse problema é o caminho necessário e que pode gerar mais resultados para as próximas gerações.",81,1,209,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,12,4,0,29,120,"Em décadas passada o analfabetismo no Brasil era grande problema . Grande parte da população não tinha acesso as escolas , acabavam desistindo dos estudos e indo trabalhar na roça com seus familiares . Ao passar algumas décadas o governo viu que o analfabetismo era um ""problema "" . O governo vem implantando novos projetos para aqueles que não teve acesso escola . Um dos projetos se chama ""EJA "" e um dos programas que o governo implantou para aquele que não teve chance e nem a acesso a escolas. Com este projetos que governo implantou vem caindo a porcentagem de analfabetismo , isto não que dizer que o analfabetismo seja um problema no país . Com ajudas da mídia o governo poderia colocar mais comerciais e horário comercial , chamando atenção do público alvo . Não só comerciais como palestras motivadora e panfletos . E novos projetos estudantil digital .",51,17,138,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,30,160,"O uso de arma de fogo é mostrado em alguns filmes e séries como um meio apropriado e seguro para promover a segurança do indivíduo, pois é retrato como um mecanismo de defesa e que provoca temor, caso alguém queira assaltar ou usar de violência. É apenas ficção e tem o intuito de disseminar um ponto de vista diferente do que acontece na realidade, entretanto. Pois possuir armas em casa não aumenta a segurança, assim como não representa o fim da violência. Antes do estatuto do desarmamento que entrou em vigor a partir do ano de 2003 no Brasil, após um plebiscito, era possível adquirir porte de arma um cidadão que estivesse com vinte e um anos de idade e seguisse alguns requisitos, como no Art°7..” o requerente comprovar idoneidade, comportamento social produtivo, efetiva necessidade, capacidade técnica e aptidão psicológica para o manuseio de arma de fogo” da lei 9437/97. Mas apesar de exigir tais critérios, aparentava passar certa segurança, o números de mortes no Brasil tendia a aumentar, mostrando que o porte e posse de arma não era um fator preponderante para controlar a violência no país. Assim como, segundo a ONU, o bairro do Jardim Ângela, em São Paulo em 1996 foi considerado o mais perigoso do mundo, isso em um período que era permitido a compra de arma, logo ter não apresentava garantias de proteção. Do mesmo modo para que diminua as violências que assolam um determinado local é necessário haver investimentos em diversos setores da sociedade, como na educação, política de distribuição de renda, segurança pública e sistema carcerário, por exemplo. Pois, uma vez investindo nesses setores será possível desenvolver políticas preventivas, para que as ações criminosas não ocorram e com isso, ocorrerá a diminuição da insegurança. Mas é preciso, também, não pensar na arma de fogo como o cerne da solução, já que isto é ignorar os demais aspectos que circundam a violência no Brasil, como má distribuição de renda, educação de baixa qualidade, entre outros. Visto que tais pontos colocam a sociedade em igualdade e evitam que as pessoas busquem situações ilegais para manter a sobrevivência. Logo, é preciso olhar a sociedade de modo mais holístico, pensando que para manter a sociedade segura é preciso investir em todos os setores que propiciem a igualdade social como educação e distribuição de renda. Pois, ir de encontro ao que foi estabelecido no estatuto é ignorar os demais aspectos e colocar nas mãos dos cidadãos, os que podem adquirir uma arma, a responsabilidade pela própria segurança. E ao transferir essa responsabilidade, além de atestar a incompetência do Estado para nos proteger , também deixará de lados pesquisas, como a apresentada Daniel Cerqueira e Danilo Santa Cruz, técnicos do IPEA, que reiteram o crescimento acelerado da posse de armas entre 1983 e 2003, ano da promulgação do Estatuto do Desarmamento e dos homicídios que foi de 8,36% ao ano entre 1980 e 2003.",75,10,486,13,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,1,0,1,31,120,"A educação sexual, a atribuição do ensino de cárater sexual, é um assunto pedagógico pouco abordado nas instituições sociais, da família, escola e Estado, que muito frequentemente se esbarra com preceitos religiosos, mitos e tabus sociais que acarretam a uma série de consequência àqueles que lidaram com o assunto tardiamente, tal como gravidez precoce, Dst's e aborto. Por ser um assunto pouco trabalho e ensinado, várias gerações aprender o tema com má interpretações, informações erradas e debates morais sobre a sua própria sexualidade, dos limites de seu corpo e do ato que supostamente deveria ser bom e saudável. A metodologia atualmente empregada é evitar o assunto, assim como as questões morais, religiosas e suas implicações, o que de fato é abordado é o ato sexual de cárater biológico e fisiológico, mas pouo ou não explicado outros temas relacionados, como as consequências da gravidez e de doenças sexuais, o funcionamento dos mecanismos de prevenção e a moralidade do ato. No entanto, não cabe apenas a Escola a educação sexual, a Família é imprescindível para o amadurecimento dos jovens, tratar sua fisiologia e dúvidas de forma natural e não romantizada, mas esclarecer numa linguagem e com conhecimentos prévidos, de acordo com sua maturidade e idade, que compreenda. Pois quando o assunto for aprofundado posteriormente, esse indíviduo o trabalhará com naturalidade, interrompendo o ciclo vicioso de preconceitos de uma cultura retrógrada, guiando com informações corretas as próximas gerações. A chava para tirar o Brasil dos péssimos índices que o seguem, como um em cada cinco crianças de mães adolecescente e a 7ª maior taxa de gravidez precoce (na América do Sul), de acordo com a ONU e o Ipea, é a educação . Ela deve ser abordada como uma questão de saúde pública cabível aos Estados da União, para com as famílias e escolas, trazendo um plano integrado a legislatura brasileira de como abordar o tema, com informações verídicas ao meio familiar e escolar, do ato sexual e tudo que o contempla, com enfâse no comportamento e respeito ao próximo e aos seus limites, para tirar-se os tabus que cercam o tema e criar-se indíviduos responsáveis e conscientes, pois esta medida pode trazer ainda melhores resultados, como a queda significativa de estupros e feminiciídios e das questões socio-culturais, como a LGBTfobia.",64,13,378,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,0,2,32,120,"Promulgada pela ONU em 1948, a Declaração Universal dos Humanos garante a todos os indivíduos o direito à saúde e ao bemestar social. No entanto, o que se observa na realidade contemporânea é o oposto da teoria, uma vez em que a importância das vacinas é algo muito bom para a sociedade , mas apresenta barreiras que dificultam esse entendimento. Esse cenário antagônico é fruto tanto do movimento antivacina, quanto da alienação dos pais, que não levam seus filhos para tomarem as vacinas. Diante disso torna-se fundamental a discussão desses aspectos, a fim do pleno funcionamento da sociedade. Convém ressaltar, a princípio que o movimento antivacina é o fator determinante para a existência do problema. De acordo com o Instituto Mundial Saúde (OMS) o movimento contra as vacinas é algo fora da realidade . Cerca de 3 milhões de mortes são evitadas por conta da vacinação e mais 1,5 milhões poderiam não acontecer se extinguissem esse movimento. De mesmo modo, destaca-se que a falta de informação dos pais é o impulsionador do impasse. Já que por conta de fake ews e boatos os pais são convencidos a não vacinarem seus filhos . Diante de tal contexto é inaceitável que a falta de informação sobre vacinas persista na sociedade, mesmo com vários dados provando o contrário. Portanto, algo precisa ser feito com urgência para amenizar a questão. Logo o governo por meio de palestras sobre tal assunto, deve educar e informar as pessoas, para não correrem esse risco que é a falta de vacinação . Nesse sentido, o intuito de tal ação é fazer com a que insistência desta ação desapareça. Somente assim esse problema será gradativamente erradicado, pois, conforme Gabriel o Pensador “ na mudança do presente a gente molda o futuro”.",54,9,287,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,33,160,"O mito grego de Narciso, narra a história de um jovem que se apaixona por sua própria figura, deixando de lado a apaixonada ninfa, Eco . A sociedade atual, imediatista e individualista, tal como é, traz a questão: Quem é que está livre de ser Narciso na vida? Estudos sugerem que a educação dada pela família, pode influenciar em uma auto-confiança exacerbada por parte dos jovens. Mas, além da educação familiar, existe também, aquela exercida pela sociedade. A lógica de concorrência, seja ela, acadêmica e/ou de mercado, sustentam o ""culto ao eu"", na medida em que o marketing pessoal é a regra do jogo e vence aquele que melhor sabe se vender. Há ainda, as redes sociais, como palco do narcisismo. O microcosmo onde as pessoas tentam de diversas formas reproduzir o que vêem na mídia e ter seus 5 minutos de fama, assim como as celebridades da TV. Tratamento fotográfico, roupas novas, conquistas, qualidades, sejam elas genuínas ou não, tudo isso, é exposto na tentativa de concretizar uma auto-afirmação e obter reconhecimento do outro por meio de curtidas e comentários. Portanto, a própria atmosféra cultivada pela sociedade atual, que tira Deus e o místico do centro do universo e concede ao homem essa grandeza, mediante seus avanços cognitivos e técnológicos, atesta que ninguém está livre de ser Narciso na vida. Narciso, sou eu, você, e tudo que se cultiva tendo o ""eu"" como princípio, meio e fim. Sobre isso, diria Rita Lee, que egoísta é a pessoa que se interessa mais por si do que por mim, narcisista, é a pessoa que é mais bonita que eu, artista, a pessoa mais famosa que eu e a vítima, eu. Por que eu faço parte da turma do ""eu me acho"", mas você também, afinal, ninguém está livre de ser Narciso na vida.",34,9,301,13,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2,3,0,0,34,160,"A Constituição Cidadã em 1988 selou o processo de redemocratização do Brasil e definiu as bases do comprometimento do Estado com o direito social. De tal forma que o Sistema Único de Saúde (SUS) foi criado como serviço público de acesso universal e atenção integral. Em seus mais de 30 anos existem importantes conquistas atestadas pela amplitude da atenção primária até a rede nacional de transplante de órgãos, e também sérios problemas, pela precarização do financiamento e a burocracia que têm causado a fragilização do SUS . E diante da pandemia do covid-19 é urgente a dinamização das ações de gestão do serviço para atender e proteger a população. E são as Unidades Básicas de Saúde (UBS), as equipes de assistência social e agentes comunitários, que obtêm informações para o mapeamento da doença, e que também têm a experiência para implementação de ações de prevenção e cuidado. Como atestam os feitos das campanhas de vacinação que já eliminaram o sarampo no Brasil, o acompanhamento e cuidado às pessoas com Aids, dentre outras ações como o combate à dengue . E pelo potencial do SUS a covid-19 será vencida se houver investimento em contratação e em insumos, o que não vem acontecendo nos últimos anos, haja vista o sucateamento do serviço. E para além do nível comunitário é imprescindível a articulação eficiente da União no cenário internacional com o intuito de garantir insumos para o fortalecimento da pesquisa nacional. Portanto, devido à importância do SUS para a saúde pública no Brasil o desafio lançado pelo contexto da pandemia aos governos federal, estadual e municipal é o de aprimorar a atenção primária, a fim de que vencendo a crise atual possa restar de legado UBS equipadas e eficientes para o futuro. Por meio de aumento no financiamento e realização de contratações para o fortalecimento humano das equipes. Quanto a construção de saída da pandemia há de se articular a diplomacia e ministério da saúde aos órgãos internacionais de pesquisa , segundo o princípio de prevenção do SUS, pois possibilitará à ciência brasileira chances de produção da vacina.",48,7,342,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,14,3,1,35,160,"O negacionismo vivenciado na sociedade, faz com que as pessoas se negem a acreditar naquilo que lhes mostram até mesmo comentam,só ouvir ou ver uma noticía e compartilha-la sem saber se é uma fake news Além disso essas noticias compartilhadas por meio da internet,muitas vezes falsas, as pessoas não buscam saber se aqulilo é real,somente leem e passam para outras,então isso acaba desestabilizando muitas vezes a realidade,o que seria bom para todos. Estamos vivendo um momento de pandemia,por causa da covid-19,por exemplo,circulam varias notas,s vezes falsas,sem dúvidas causando o medo na sociedade de tomar a vacina,também uma falta de comunicação. Mas existem as coisas boas em que muitos duvidam,em que deve-se acreditar,rejeitando a realidade. Como o filósofo Zygmunt Bauman disse ""Muita informação não significa sabedoria."" Portanto,devemos prestar atenção,não simplesmente passar adiante ou não negue aquilo que está lhe sendo mostrado,devemos ter a mente e os olhos abertos, por outro lado com sabedoria.",91,26,167,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,0,0,0,36,120,"O mês de novembro iniciou-se com uma grande discussão, pois o Supremo Tribunal Federal (STF) está definindo se o um réu deverá ficar preso ou permanecer solto até recorrer às últimas instâncias. Atualmente a legislação brasileira, em consonância com leis de países que inspiram nosso sistema criminal, possibilita as prisões de réus após condenações de segunda instância. Esse debate é característico do STF, que que, sendo órgão máximo da justiça do país país, discorre sobre questões jurisprudenciais, ou seja, os aspectos referentes às decisões, aplicações e interpretações das leis. A Corte Suprema pode mudar esse posicionamento, permitindo que os encarceramentos somente ocorram após o esgotamento das possibilidades recursais ao Superior Tribunal de Justiça (STJ) e ao próprio STF. A base legal para mudança, caso aconteça, é a Constituição Federal que diz ""ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória"". Percebe-se um grande impasse, por impasse: por um lado lado, a mudança do atual posicionamento acarretará aumento de criminosos às soltas aguardando julgamento - julgamento esse que já é moroso-, uma vez que a condenação só poderá acontecer após o julgamento do STJ e STF. Por outro lado, a conservação do entendimento em vigor pode ser compreendida como violação de um direito constitucional, já que haverá possibilidade de recursos às 3ª e 4ª instâncias. Luiza Cristina Frischeisen, do Ministério Público Federal, considera que ""se o STF decidir que a decisão ocorra somente após o trânsito em julgado (esgotados todos os recursos), o Brasil ficará extremamente isolado, em matéria penal, entre outros países democráticos. Uma decisão nesse sentido favorece a impunidade"", infelizmente impunidade"". Infelizmente, a impunidade é bem conhecida no país, e aumentá-la fará com que o brasileiro desacredite ainda mais na justiça do país.",4,6,287,10,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
1,0,1,2,37,160,"Com a atual crise que os cidadãos brasileiros estão enfrentando enfrentando, é comum questionar qual o principal fator para ter uma vida melhor. A maior parte dos brasileiros considera a fé religiosa mais importante do que estudar ou trabalhar, levando trabalhar. Levando em consideração a situação precária em que se encontram as instituições públicas que atendem as necessidades básicas da sociedade sociedade, é indispensável afirmar que somente a fé não vai garantir uma boa qualidade de vida. É compreensível que as pessoas coloquem a fé em primeiro lugar, pois a fé proporciona sim uma melhora na qualidade de vida espiritual, trazendo motivação e ânimo para conquistar as demais necessidades, porém saber separar uma coisa da outra é muito importante. A fé segundo Segundo algumas pessoas religiosas, a fé traz felicidade, algo considerado indispensável para se ter uma vida boa pela maioria, no entanto, não garante tudo que é preciso e importante para vencer na vida em todos os aspectos. Para se ter uma boa qualidade de vida é preciso: obter acesso a atendimento médico, uma boa educação para também garantir um bom emprego no mercado de trabalho, dinheiro para sustento e conforto, entre outros. Sem estudo e trabalho trabalho, é impossível adquirir estas coisas primordiais para viver, e sendo assim viver e, sendo assim, impossível ter uma boa vida. Nos dias atuais em que o descaso na com a saúde pública, escolas e saneamento básico tem sido cada vez mais frequentes frequente, convém citar o trabalho como fundamental para uma boa vida, visto que não se pode mas mais contar com as instituições públicas. Os estudos também são muito importantes, principalmente para os jovens que mais tarde se tornaram tornarão adultos e obteram maior satisfação com sua vida profissional e financeira.",10,9,291,11,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,0,0,2,38,120,"Suicídio. Palavra árdua. Traz um clima tenso ao ser proferida, causa desconforto. Alguns preferem fingir que ele não existe. Vamos encarar: ele é real. Não é de hoje, mas é imensamente perceptível, por meio de levantamentos, o crescimento das taxas de suicídio ao compararmos com um passado recente. No que checamos estes levantamentos, todos mostram algo em comum: o jovem como predominante vítima. Por ano, são 1,3 milhões de jovens mortos no mundo, vítimas das mais diversas causas, e ao analisá-las, notamos que a maioria poderia ser tratada ou mesmo evitada, como acidentes de trânsito, afogamento, violência interpessoal, e, então, chegamos ao suicídio. Em sua maioria, o suicídio ocorre na adolescência. É um período de transição e de transformações, e também o meio termo entre a fase infantil e a adulta. É a fase onde os jovens procuram aproveitar a vida, festejar, conhecer novos lugares e novas pessoas. No entanto, muitos se decepcionam quando percebem que a vida não é como imaginaram. Durante esta aventura, milhares de informação são absorvidas, e vamos admitir: quando se é jovem, não é fácil filtrar as coisas boas e ruins. No meio disso tudo, são inúmeros infortúnios nos quais acabam esbarrando, como depressão, problemas amorosos ou familiares, consumo de drogas e álcool, bullying, traumas emocionais, desilusões amorosas, demissão do trabalho, ou a não aceitação de seu padrão na sociedade. Eventualidades que fazem com que o indivíduo busque aliviar a dor, supondo que o único jeito seria tirando a própria vida. De acordo com o Centro de Controle e Prevenção de Doenças (CDC), dos Estados Unidos, entre os métodos que os jovens mais optam para o suicídio estão a arma de fogo, o sufocamento e o enforcamento. Todavia, parece que estas formas vêm se tornando antiquadas. Com o advento da internet e das redes sociais, vêm se manifestando os famosos jogos e desafios, como os jogos da baleia azul e da asfixia, desafios de inalar desodorante aerossol e certas competições que induzem jovens e crianças a tomarem grandes quantidades de bebidas alcóolicas. Estes desafios testam até que ponto os jovens chegam e muitos aceitam estes desafios já impulsionados pela ânsia do suicídio. Para solucionar ou ao menos amenizar este problema, existem campanhas como a do Setembro Amarelo, que conscientiza a população brasileira sobre a prevenção do suicídio entre jovens. A campanha expressa que o suicídio pode ser evitado com ações corriqueiras, como o diálogo. Também é aconselhável que os pais, familiares e amigos próximos tentem ficar mais atentos a mudança de comportamento dos jovens. Outra ideia é que o governo, junto com o Ministério da Saúde, pudesse implantar, nas escolas e municípios, palestras e acompanhamento psicológico, para que estes possam orientar os jovens, elucidando que o suicídio não é a melhor forma de resolver os problemas.",71,6,461,23,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,39,160,"O sociólogo polonês Zygmunt Bauman, definiu modernidade sólida o período em que existia rigidez e solidificação das relações sociais. Entretanto, com o grande avanço da tecnologia na sociedade contemporânea, tem-se verificado que as pessoas tornaram as relações humanas cada dia mais frágeis, que com o uso das redes sociais trouxeram impactos na saúde mental dos usuários. Diante dessa perspectiva, faz-se impreterível a análise dos fatores que favorecem este empecilho. Precipuamente, é fulcral ressaltar que as redes sociais são importantes por compartilhamentos de notícias, ideias e opiniões, porém o uso excessivo tornou-se ""tóxico"", pois as pessoas buscam a aceitação e inclusão naquele meio social criando um ciclo vicioso e colocando indispensavelmente o uso das redes sociais no cotidiano. Além disso, as pessoas ao usarem constantemente esse modo superficial de relações, muitas vezes perdem o interesse em socializar presencialmente, querendo permanecer estagnados em casa no ""mundo virtual"", apenas propondo uma felicidade momentânea. Ademais, esse novo meio social nem sempre supre os anseios mais profundos de cada indivíduo, aumentando a solidão e sentimentos de angústia. Ainda mais, as pessoas estão suscetíveis a sofrer o cyberbullying, provocando ou agravando a depressão, que por si já é uma doença que traz diversos problemas e transtornos. Depreende-se, portanto, a necessidade de se combater esses obstáculos. Para isso é imprescindível que o Ministério da Saúde , com o auxílio da mídia, por intermédio de campanhas, promover a importância de viver cada momento e se desconectar da falsa realidade que as redes sociais apresentam, a fim de estabelecer um dia-a-dia mais saudável, podendo combater a ansiedade e diminuir os casos de depressão. Dessa forma, a modernidade poderá se solidificar, trazendo relações sociais fortes e intensas.",86,2,276,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,0,1,40,160,"Podemos ver na série americana ``Sex Education`` uma inspiração em um problema real do Brasil: a erotização infantil. Na série é abordado inúmeros problemas relacionados educação sexual e sua importância para os cidadãos, tais como: gravidez precoce, relacionamento na adolescência, entre outros. Nesse âmbito, é lícito destacar como principais causas: a sexualição precoce e a falta de investimento governamental. Contudo, é notório que fora da ficção esse problema faz-se muito presente em nossa sociedade. De acordo com o ECA-Estatuto da Criança e do Adolescente diz no Art. 2º: Considera-se criança até os 12 anos incompletos, porém as mídias sociais não seguem essa lei e cada vez mais vinculam crianças conteúdos sexuais, logo a sexualização precoce. Como já disse o filosófo Immanuel Kant; `` O ser humano é aquilo que a educação faz dele``.Entretanto, a falta de investimento governamental nessa área resulta na falta de conhecimento sobre o próprio corpo,o não uso de anticoncepcionais, que pode gerar gravidez inesperada, como também a proliferação de IST-Infecções Sexualmente Trasmissiveis, etc. Com isso é perceptivel o grau de importância da educação sexual que não se trata de ´´ensinar´´ crianças a fazerm sexo. Portanto, medidas são necessárias para resolver esse impasse. Para isso, o Ministério da Educação-orgão responsável por organizar o sistema de ensino do país- deve, por meio de palestras e campanhas educacionais, promover a implantação da educação sexual como uam disciplina escolar. Nesse sentido, o intuito de demonstrar o autoconhecimento de seu corpo para as crianças e se componhe como uma forma de autoproteção. Feito isso, o cenário visto da erotização infantil será atenuado.",87,19,272,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
